thank you!!,positive
Conf Finally got through &amp; told the flight was completely booked. That would have been better info than advise call,positive
. R U aware your wait time to talk to a sales agent is always -60 minutes? Unacceptable. At least employ a call back feature!,positive
she doesnt even notice me,negative
wont even refund for a flight they Cancelled Flightled,positive
: Is it just me or does anyone else want to punch Chris Wallace in the face?,negative
I wish,negative
when your fav cheese gives you migrines &lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;,negative
i have to go,negative
was no one between the scan and inside the plane. I just asked the people in line around me where the plane was going,positive
What a mess caused by the computer systems. Flight in hours Late Flight and now no gate for us. Est min wait.,positive
thank you for following me,positive
i feel sick,negative
: We the American people pick the next President of United States not FOX News,negative
thanks,positive
I only have though!!,negative
This rain needs to go away,negative
. Passed frustrated hours ago after being asked to get off the first plane I sat on for an hour.,positive
Hey why automated call me and then hang up at :45 am!?! And why cant I reschedule Cancelled Flighted flights via web!?! Come on!!!,positive
Char im really sick one *font size * minion float *font size * for the sick kid pls,negative
: Jeb Bore...er...Bush is really a perfect GOP candidate. Boring Big Gov junior executive for ALL the Special Interests.,negative
Dont have that one Perhaps something else?,negative
The Washington Cartel? Ted Cruz really loves to exaggerate to the point of it being blatantly untrue.,negative
: Jeb Bush reminds me of elevator music. You hear it but you dont listen.,negative
when you have time need no bg imgcircle crops of our headshelp with font? thanks!,positive
Wrong Turn it was amazing movie,positive
Its all about profit and they dont really give a damn about paying customers!!!!,positive
contradict yourself continuously to create chaos contained in your cranium,positive
Sitting in a cesspool of germs on the ground in for hours now.,positive
...is this how you want to treat your platinum (and two gold) flyers??,positive
follow &amp; follow u back,positive
for being top HighValue members this week,positive
after mins they tell us they cant check temperature for at least more hours. So its back to the gate to wait.,positive
told no gates open at needed to wait mins. Still waiting after about mins.,positive
Ah ma guy. You know the thing. : the weather is set for more sleep but responsibilities.,negative
Ive called that and they said they cant help me and its out of their hands. I really feel like an under appreciated customer,positive
: Quite something to watch the vs the Canadian PM debate. How can anyone take American politicians seriously?,negative
Hi Dave please contact our in-App support chat so that we can ensure you get it on time!,positive
last week we also had maintenance issues and a flat tire. Another flight last week was Cancelled Flighted. Your track record is the WORST!,positive
Hi Skulker check this thread: PG279Q isnt coming anything soon sadly,negative
NIALL NIWLL NIALL NIALL,negative
: So posed for adult pictures.should we bring that up?,negative
Watching advocating for domestic spying via the NSA and abandoning the th amendment in the .,negative
: If you missed either all you need to know is theres no $ for struggling Americans and unlimited $ for war.,negative
That doesnt make any sense. Ive been K for over years and youre making it harder to keep me loyal.,positive
follow &amp; follow u back,positive
heyy can u rt this link and tag michael? please. thank you,positive
I want my free ice cream!,negative
: Jeb Bush reminds me of elevator music. You hear it but you dont listen.,negative
Think Im going to have some sort of breakdown! Disney Vlog has been taken down again! its my favourite one!,negative
Agree great advice for all here,positive
customer service failure aside one would think you guys would care about inaccurate manifests. Im sure TSA would.,positive
the summer holidays are great but Im so bored already,negative
trumps answer for why he was until recently a Democrat was less than satisfying. Im from New York - thats his excuse? phony!,negative
girl that was so quick too,negative
narrowly made standby...lots of snags this trip!,positive
I second that simply stunning!,positive
flights yesterday; no treats but nuts and pretzels. Also no origami in the magazine. New policies?,positive
friday whn is u birthday all u younger sisters,positive
Landed an hour Late Flight from IND to DEN and + min Late Flightr our bags are not here. Not cool.,positive
Awesome! Thank you!,positive
the lack of customer service is astounding,positive
I took care of it myself. Had to rent a car and drive hours to retrieve my belongings. Due to united errors.,positive
I bought a ticket with a price that was published by mistake and now I got an email that indicates United Cancelled Flightled my ticket! Why?,positive
I understand you are busy but I have still gotten no answer. I need to get home and you guys have not helped at all,positive
: It was unfathomable that would ask Wasserman-Schultz to do a postmortem on the .,negative
Kyle we wont be sending emails right now but ur paypal confirmation is all you need on the night See u in Oct!,positive
Excellent job last night at the . Class act all around. Proud to have you as a Republican candidate.,positive
Thanks for not telling us our flight was Cancelled Flightled not helping us in anyway and ruining my birthday.,positive
oh no !! It wasnt a lunch talk? I thought it started at pm,negative
trying to get home is beyond complicated. Its should not be this hard. Students are split up and we will not fly AA ever again,positive
welcome,positive
The real measure of a mans wealth is what he has invested in eternity.,positive
Hi Caroline no we didnt Neither did or I think - we figured out it was in US lol,negative
answered right away for a new res but cant rebook the people that were supposed to leave today? Worst customer service.,positive
I hear u: But you know I do na... We can negotiate the Bride Price Advance Payment,negative
I am in every way like Jess.,positive
silence is very telling,positive
Why is there no icecream in Leeds?,negative
poor excuse. I was towards front of plane no sandwiches we have to pay for them should have more,positive
I miss you so much,negative
Ill give you Liam solo DM for Dylan pls?,negative
. in the future when delay causes hour wait (slept night in airport) ensuring seating choice for replacement flight would be good.,positive
Happy Friday,positive
hours of sitting in the plane that hasnt left the Gate yet. more hours of actual flying left.,positive
Yes but I will nvr fly w/ I missed my con flight bc of a coffeemaker on FT1892 Couldnt see my father be4 they put him in a coma,positive
Loop baffled by the refusal to address climate change,negative
Hey guys thats my new page! Enjoy,positive
......... not really,negative
terrible service,positive
Same here Sunny,positive
jal and cathay pacific so no I cant do it online.,positive
Youre so right about that!,positive
There are grown ass adult women on the Right who seem to enjoy being treated like incompetent children.,negative
: . Cancel primaries. Fox Party set up &amp; anointed their man Jeb Bush http:,negative
I have been sitting here for an hour there is still no doctor here I am sitting in a hospital with no doctor,positive
Im trying to call and book a reward ticket on one world partners but your automated system wont let me talk to any1. Great job,positive
hours after landing in &amp; I still do not have my bags...which means no clothes or makeup!!!,positive
Awesome customer service on from rdu. They snuck my wife a warm cookie. Thx!,positive
I am ashamed at my language !,negative
Morning tweeps! New post for you today. Please like and share if you see it! Thanks,positive
Why momo why?,negative
I want a churro popcorn and ice cream now Im so hungry,negative
AN HOUR DELAY BECAUSE YOU CANT PRINT A PIECE OF PAPER!,positive
: BOOM! Ted Cruz rocked his closing statement. b,positive
super disappointed today. First time weve had to stress and now book a flight on another airline while at the airport,positive
last chance,negative
sorry pre,negative
I was looking forward to this Pixels movie and it turned out to be a bummer,negative
: Its mine.... damnnn fineeeeeeeee omaigoshhhhhhh can I have you,negative
Shout Out To Me For Being A Retard,positive
: As always when watching current GOP crop of candidates I feel very encouraged as a Democrat but very depressed as an Americ,negative
BAKIT FACEBOOK!,negative
I just got the Five Nights at Freddys Demo and getting ready to record it Im super pumped for this as Im a FNAF fanboy,positive
- - almost missed flight - long slow BWI ticket line: Rather make a complaint or your flight?,positive
: Fact-Checkers Proved Scott Walker Literally Lies More Often Than He Tells The Truth ht,negative
did they manage to sort your ticket issue mate? Nobody picked up when i rang the box office,negative
nicki follow me please,negative
how long did you have to hold? We waited minutes and gave up,positive
We are in process of listing this feature mostly for all the cinemas.,positive
In the caucus Republican insiders call first debate a disaster -,negative
flying to las vegas out of Chicago flight is Late Flight and no announcement has been made,positive
A rd party service you use to sell your tickets has ripped me off. Excellent service United is offering.,positive
My Google+ account.,positive
Discovery of cousin Earth Kepler-452b at light yrs away teleportation is the only possible way we arrive,positive
Having a full time job means you only gonna have part time fun,negative
how about a phone to talk to a real person?,positive
Actually THEY say it each time their mouths open,negative
Oh its mean i am mature,positive
Our pleasure Kristin enjoy your flight,positive
Ill just have to write a bunch of ugly setter functions...,negative
can anyone give me money for the train so that i can see today?!,negative
Thanks for adding us to your list! Make sure to keep in touch for more news of our light bulbs made from corn waste.,positive
Why is United voted every year as one of the worst airlines? Do enjoy that title? You should give Jedediah free passes,positive
thank you for following too. I will certainly have a look,positive
Happy Birthday for ever,positive
get ur act together start treating ur passengers w/ kinder have more sanitized planes. Take a page from perhaps.,positive
my understanding is they were able and did for many other flights but chose not to for this one.,positive
will listen tonight its tough having a full time job,negative
thanks to your attendant on flight for advising connect flight held. Ran with kids and flight departed. Poor service at Miami,positive
Time to watch the white devil hoopla...I mean the,negative
Aww love it. My kind of men,positive
how can you not be taking calls? I need to change my flight!,positive
Im keeping the bug spray industry in business . Something bit my foot swollen half way up my leg now,negative
The one time I went outside to look at stars and be peaceful I saw a opossum running thru my bushes so that shit aint for me,positive
Thank you! Cant wait to make the next cover.,positive
: So posed for adult pictures.should we bring that up? woe wait a minute what,negative
Charging my speaker up finally got it earlier today,positive
tooooo many Cancelled Flightations! My chain of command hates me now,positive
is it just me or does it look like she cried? it looks like she cried a bit,negative
maybe if there was anyone answering the phone they would. Please call back Late Flightr.For hours? Not good enough,positive
To his credit carson is the only one the only one to mention anything about race relations,positive
: We the American people pick the next President of United States not FOX News,negative
Cancelled Flightled flight person line and one agent helping to rebook. You couldve handed this one better.,positive
been on hold for hours for something which I could have done in less than minute if it was available.Your site UX is awe full,positive
Yeah sure.,positive
hi ate.,positive
this is so relevant I want to puke,positive
Still waiting for another crew member.,positive
No I think his number will go down after this.,negative
Who Wouldnt Love These Big....Juicy....Selfies -,positive
Ok me,positive
Landed in Nashville! Thanks for taking care of us!,positive
Thank you so much!,positive
: Recap of the : these want to make choices for all women.,negative
you guys there? Are we on hour of our phone hold at am bc of volume or short staffing?,positive
: Aaaand brings in DNC chair to take down Trump thru womens rights. My gender once again used as fear tool. Ugh,negative
Five Nights at Freddys | Night !,positive
Thank you for that. Am I able to claim any interim expenses or is the cost of the stuff up on me?,positive
I have to add that to my information to be virgin it means that I have to bleed until I die right!! is that what virgin means,positive
Rand Pauls hair will be sold as calamari after the debate.,negative
their reactions,negative
What a good read,positive
thanks give certainty about d problem Hope u all could solve fasterAt least now i know i dont have to hurry totem,positive
didnt ask Rubio about gang of ocho and i didnt hear anything but talking points from Marco.,negative
: Jeb Bush reminds me of elevator music. You hear it but you dont listen.,negative
And cherry on top-flight was on runway after we landed ON TIME for mins. Still didnt get half the luggage.,positive
you mean :30pm. Id be in vegas by now if Id been allowed on my original flight.,positive
: Va. GOP leaders praise debate performances. Trumps not so much.,negative
- had to call to find out I was re-booked tomorrow why ask for my number an email for day of info,positive
friendly engaging personable handled clarifying questions about baggage fees well and took an interest in what I was doing.,positive
Raining the whole day in Mumbai. Dont feel like working at all.,negative
I no longer like toast,negative
I STILL GOTTA GLOW UP OK,negative
: Fox News is obviously trying to influence the makeup of the Republican field.,negative
Beware: agonising thought experiment ahead,negative
. Sitting on my fourth plane today with a mechanical problem. No excuses for this. Tough to be loyal.,positive
What...a bunch of jackwagons,negative
i have a horse in my ass,negative
If a business decision is made that inconveniences and possibly causes lost customers is it a good business decision?,positive
Great jobs from Mike Huckabee and Donald Trump competing to see who can be the president from Escape From New York tonight.,positive
Freaking humidity!! I think I never get used to it even Im % Japanese.,negative
Feel free to share with others.,positive
Saddest part of wasnt what said it was the large segment of the crowd whooping it up over what he said.,negative
Yesss!!! Sonaaaaaaa is so beautifull,positive
My name is sikandar khan And i support,positive
really,positive
Woohyun seems weird on inspirit shining night... im not ised to seeing him like this........ what happened :/,negative
what?,negative
haha thank you,positive
I just woke up and I feel incredibly sick idk if its cause I drank Starbucks at oclock last night or if its a reaction to my meds,positive
thanks mate much appreciated,positive
thanks. We are ticketed on stand by for flight . I hope we make it out. Fingers crossed,positive
Oh no sorry to hear this please can you email the information to pro.com instead and they can manually set up? x,negative
A year ago I married my first love and my best friend. Thanks for an amazing year Glenn! I love being your wife!,positive
Sowwy The word limit really grinds my gears but % chance of winning makes up for it!,negative
if your ps3 was still good Id say keep it but its no use keeping it now though. Your choice,positive
You just tried to charge $750 for a $539 flight when I tried to make a change over the phone not including $200 change fee. WTF?,positive
Followed ya,positive
FINALLY! A Passbook option for the SWA App. Thank you!!!!!,positive
Looking cool,positive
Dang it! Pon thought the time had finally come! OTL,negative
fine!!,negative
hrs on hold. Husband has decided we should sleep in shifts so we dont miss the phone rep. to reschedule,positive
That new Real Madrid away kit looks like a night dress tho...But I like it,positive
: So posed for adult pictures.should we bring that up?,negative
: It is very disappointing that Fox News is not conducting a Fair &amp; Balanced Debate.,negative
another great trip! LAX - LAS - BNA. Thanks so much!!!,positive
worse experience. Clt to DC. Oversold by lost CARRY ON luggage.Cancelled Flightled connecting flight to NYC.,positive
: It is very disappointing that Fox News is not conducting a Fair &amp; Balanced Debate.,negative
I only got one month in June,negative
Brill let us know when will have camera ready,positive
it isnt good enough. You need to provide a phone number. Other partners do. Should be investigated by,positive
rude gate agent by AA363 ORD-LGA just now. Seems to have a temper. Made me check in a bag that fit INSIDE the sizer.,positive
Thats a rather clunky process. Whoever designed that clearly doesnt understand e-mail .,positive
Not good. On hold for over an hour.,positive
I want an iphone!!! So i could facetime people and take nice pictures cuz this samsung quality sucks,positive
i miss venice,negative
so many delays today...Whats up with that? Hoping my :26pm flight boards soon.,positive
in line for min after mechanical issues caused me to miss my flight. rep for upset people.,positive
Really hoping I dont get charged for this flight because they couldnt handle the influx of calls. Bummer.,positive
who runs the show at the airport have a boarding pass says us airways and I have to wait in American line,positive
it was a.. sympathy laugh,positive
. insults everyone so is it misogyny? Didnt throw the first punch in their feud?,negative
thanks SE,positive
Thanks Happy to connect,positive
never got any notification that flight was Cancelled Flighted today. Correct phone and email on file. Not a happy customer.,positive
What if I told u guys its my bday today ? all gift I want is $5 paypal,negative
thanks to your outstanding NYC-JFK crew who moved mountains to get me home to San Francisco tonight!,positive
can suk ma buttttttt. except their pumpkin scones.... but they havent made those in years,negative
And the much awaited excitement is all down now! going to be a boring friday and weekend,negative
I love Problem?,positive
: Fox is cherry picking the candidates. Jeb gets the softball questions.,negative
they wouldnt let me on. Real nice of you! Just love your awesome service. And U have people working this customer service line..,positive
- Why cant I get a boarding pass for my Austrian Airlines codeshare flight. Rebook incls a hour layover &amp; I am stuck outside sec,positive
now on hold for an hour. So frustrating I suspect you have more operators come in on days like this w/inclement weather?,positive
Lets hear more about prostitutes and pimps tho,negative
thanks,positive
Are you seeing the cars drifting around the corner ... ? Looking a bit loose,positive
: No Jeb u cant blame this one on Barack. The blood is on your brothers hands.,negative
thank you for making my tweet a favourite,positive
you cxl both my flights to/from DFW to CLL w/o notice then treat me like trash on the phone and offer no compensation? WTH?,positive
: While deep in personal debt Marco Rubio bought an $80k boat leased $50k luxury SUV ht,negative
: You would never know is the frontrunner from watching this debate.,positive
no date yet,negative
Happy Friday,positive
this delayed bag was for my friend Lisa Pafe. She got her bag after days in Costa Rica. Issue no updates on your system.,positive
Need I say more,negative
Oops got my days muddled up. Ill be there tomorrow,positive
that makes really distressing reading,negative
I want takoyaki My for is !,negative
and for the retweet!!,positive
you are terrible.,positive
thats me omg imsorry,negative
great video,positive
Bruce just wont smile,negative
No give work again your old staff come police later my be court. I look another job. bye bye.,negative
: Carson Carson Carson: dammit man! Say the words racism and white supremacy to that audience!,negative
Just like that here at the moment....not.,negative
! We will be doing our shoutouts shortly! -,positive
I miss senior year.,negative
My poor throat,negative
over minutes without talking to a human at what point would you recommend I call,positive
So apparently thinks its ok to default on creditors if theyre not nice people. or not babies.,negative
yes but I had to pay more for another flight to get me out tomorrow since there werent anymore for tonight...not fun :-/,positive
: Why doesnt Chris Wallace ask the other politicans about their finances and where their money comes from?,negative
is this better or should i just change it back omg,negative
my rating for Southwest on s scale of to,positive
Morning msgs * love in the air *,positive
My take on the . talked too much about how great he is zero on his plan. didnt get to talk enough.,negative
: The purpose of the military is to kill people and break things-Mike Huckabee,negative
Flight from MEM to DCA delayed hours! Now holding breath while they keep me trapped hours to de-ice.,positive
I missed the goal -0 Real,negative
I joined the program,positive
too big to properly manage flight times. There is such a thing as being on time. Or at least prepared with a gate when we land!,positive
My live streaming sucks or is it just me,negative
Because we never recd Cancelled Flightlation notice we were left w no options to fly out of PS. Driving to LA for a red eye Mon w kids,positive
idk maybe because I think boobs are more fun to play with,negative
: The Support Candidate Question was more MSM DIRTY TRICKS to Turn Crowd against,negative
Thanks for following!If you need anything printed; from personalised gift wrap to business cards/stationery- get in touch,positive
: Fox News is obviously trying to influence the makeup of the Republican field.,negative
If you follow me I will DM you my phone which you can call.,positive
Have a shoot tomorrow and havent been told where and when because the team are only flying in this evening I hate being unprepared.,negative
Regardless of who you think won the the real loser was all of us.,negative
As I already have a booked flight that I cant use &amp; cant change w/o a $200 fee Flight Booking Problems a different type of ticket...1/2,positive
Thanks for the favorite! Make sure to keep in touch for more news of our light bulbs made from corn waste.,positive
had a horrible experience flying from Montego Bay to Philadelphia on /11. $125 check a golf bag constant selling in-flight,positive
congrats omgg good job for todays race thankie good job for tdy race too ((-:,positive
I asked my sister and she said no and neither of my parents have it so like,negative
I Cancelled Flighted my flight. I really dont need this much trouble.,positive
your beautiful front-end design is down right now; but it was cool to still book my ticket b/c all your back-end was secure.,positive
Take care of people whove worked hard and played by the rules? ! Youre not paying into NJ pension.,negative
Sorry for the stream ending im just tired and I some how ended the game which if you didnt know on PlayStation ends the broadcast,negative
wonho reminds me of someone &gt; i just cant put my finger to it,negative
poor performance all around! Paid for Express checkin weeks ago and cant even leverage it,positive
delays Cancelled Flightlations a double layover and hours Late Flightr....could I at least get extra dividend miles?,positive
: Kill people and break things Huckabee just described the GOP.,negative
My app is looking for influencers If youre interested heres your invite,positive
: Did which excluded the only woman in field from first debate ask Trump if he was part of the war on w,negative
amazing service by your SW stewardesses! From den to Cun and from CUN to Atl and atl to lax. Thank u!,positive
You didnt do a bad job but a reporter should never scold &amp; say things like You mean to tell me??? Do better.,negative
i love you,negative
Had to spend hours worrying that items in carryon would be broken/stolen since I couldnt carry them on plane or lock bag.,positive
im sorry,negative
you suck!,positive
Please god I dont wanna go to work,negative
matt,negative
No thinking of writing myself,positive
Morning you too. A gd day in store? Im off to badminton with my littluns!,positive
just chillin w/ my salmon,positive
: Trump has Cam hands.,negative
Made to the gate at :23 and they wouldnt let us on.,positive
- flights AND delayed for crew availability? What gives? Im getting to TPA hrs past my scheduled arrival.,positive
still awake,positive
Im gonna be so inactive next month,negative
customer service has been very passive in their response. Disappointed. I have only flown SW but am rethinking,positive
I was jealous because youre my bestfriend and youre so close to her.,positive
flight from DC to LA not to mention fix the circuit breaker in our bathrooms because this plane is as old as me...,positive
worst company ever please do not fly with them I repeat please do not fly !! They will not credit you if youre delayed,positive
please hire an efficiency consultant to manage your PHX baggage checkin. Way to many open kiosks with s of ppl waiting,positive
Im freezing,negative
no delivery in chrompet is it ??,negative
Glad to hear thats back! If you see anything else crop up let us know ^BA,positive
Way to go flying out of Denver today! Must be the only airline not Cancelled Flighting/delaying flights!,positive
now my rebooked connection is delayed.,positive
: Man Republicans really hate women.,negative
Alive and got to spend more time with Harry and got to tell him stories about James Im really sad,negative
are you kidding me? I needed help yesterday. Im now landed and waiting for my connection. Never will I fly southwest again!,positive
Happy Friday,positive
love love love,positive
how is tkt in the A grp for a cxld flight gets stuck at the back of the Cs when your site phone and agents took h to rebook,positive
Towering over the ladies.,positive
: Its really amazing how these guys are blaming Obama for making peace after their party fucked and scrambled that whole re,negative
near enough to Dartmoor,positive
The Most Ridiculous Questions From The Fox News Early Debate via,negative
even with calls you havent been able to help us anyway.,positive
looking forward to them,positive
Stack is on MLady J8 to J11 M20,negative
Sleeping alone is terrible,negative
poor customer service is just unacceptable.. Also how bout the surfer on the front of your website.,positive
Hah.... nt say sorry...,positive
stu is mean i just wanna sleep : (,negative
ONE BY ONE,positive
jobee delivery pls,negative
why is my flight delayed hours. This is insane. Every other flight has made it to NYC.,positive
How to money,negative
team has fallen apart unfortunately no energy it seems,negative
I have gotten at least hours of sleep on the past -6 days so the rest of the week should be interesting :3,positive
Ive been trying to play the damn beta for like hours now,negative
: This makes me realize we have to raise the standards of who we let our kids listen to.,negative
: I just took a stroll through hashtag. Have spit loads of coffee laughing. Good form progressives. (,positive
: I see Trump didnt bother with a new hairstylist.,negative
still waiting,positive
Moodboster mana?,negative
Just Cancelled Flight every flight I have why dont you.,positive
: Fox News is obviously trying to influence the makeup of the Republican field.,negative
why load us on the flight if the captain was over the hours he could fly in one consecutive period? Unacceptable.,positive
oh crikey - not good it looks sore! I hope youre starting to feel better since then though x,negative
: We must repeal and replace Benghazi.,negative
Im playing Brain Dots : ) ://,positive
why no preferred security line anymore. My TSA pre-check didnt pull on my partner flight!,positive
I was really looking for a debate of the candidates not an attack on Trump -,negative
does this process ever end? Still waiting for the reply since months,positive
Would be nice if partner tickets that dont provide full PQM credit are more obvious before purchase. Lost miles,positive
has two whole people trying to schedule a flights worth of missed connections. Shameful,positive
I want a bad bitch but I aint got no money,negative
you Cancelled Flightled my flight without notification?,positive
it is not fatal but more dangerous in terms of health I dont understand why everyone is so outraged XD,positive
: Fox News is treatin Donald Trump less like The Apprentice and more like Dateline Predator.,negative
: Huckabee tax plan gonna make it hard out here for the pimps. And the hos. And the drug dealers.,negative
: Jeb Bush reminds me of elevator music. You hear it but you dont listen.,negative
frightening case. It really gets to you,negative
theres gonna be another one in the finale,positive
This is the error message: Paper tickets cannot be serviced on-line.Please see a JetBlue Crewmember for assistance.,positive
: headed into the Presidential Debates. GO TED!!,positive
Grumpy me all day today as on night shift tonight,negative
calling at am to tell me my flight has been rescheduled hours Late Flightr than it was supposed be to seems like a bad solution,positive
most likely makes it sound like you have no idea which is not how I want my flights to be. Please use facts thanks.,positive
Yeah : ( Couldnt find an NHS dentist here.,negative
And the draw to a close with the same batshit self-assuredness of a cardboard sign on a highway offramp.,negative
: Why should pledge support to the GOP when the establishment sold out to Obama?,negative
your agents (and service) on my weekend trip have been AMAZING!!! Thank you!!,positive
Stats for the day have arrived. new followers and NO unfollowers via .,positive
thanks for the ride to Chicago.,positive
into a pity party so,positive
phone reps. None could see I was rebooked so missed that flight.Told to go standby for a nonexistent Late Flightr flight. Did I hurt you?,positive
thats funny because I emailed once and they found it hadnt left LHR. In the mean time stuck with no bag in NYC!!!,positive
and please get my plane together before I go to Jetblue,positive
Then why did your staff refuse to let ME on the earlier flight citing my having checked a bag?!?!,positive
Y do U not reply to customer refund forms???????????,positive
: Ben Carson Im Megyn Kelly and I think youre a total idiot. Your response?,negative
wont answer their phones,positive
i made a calum layout for liv,positive
How would you fix the police problem?Donald Trump: What police problem?,negative
flights keep getting delayed and Cancelled Flighted with no information worst customer service ever.,positive
no you call me.,positive
Going to miss belting Sam smith on my daily car rides,negative
That thanks bro ! x is my everything,positive
it kInda does and thank you!!! ill def do th,negative
Off to somewhere later,positive
agreed,negative
man we have been sitting in on the tarmac for mins...rescue us please!,positive
Its on my to do list just about to board so see you in a couple of weeks,positive
Homegirl nancy,positive
Im playing Brain Dots : ),positive
: We the American people pick the next President of United States not FOX News,negative
Guys nooooo what a WOW!!!!! Wow wow wow,negative
rescheduled my return flight from ? Uh why? Trying to call - min wait.,positive
Its madness for sure. Three amiibo for the price of four on Nintendo store. Its just my backup,negative
: It is very disappointing that Fox News is not conducting a Fair &amp; Balanced Debate.,negative
Thank you for a wonderful feedback sir We hope to see you soon again,positive
: Chuck Schumer cowardly released a statement during announcing he is willing to risk war with Iran by opposing,negative
Oh no Ndabenhle Please let us know why you feel this way? ^SA,negative
just had a dinner with my love love you babe ! x,positive
thigh cramps,negative
this song is freaking saaaaaaad,negative
Like establishment seems to circle wagons &amp; disdain . Becoming CNN?,negative
Not only Mr. s polls are but his Twitter followers are spiking up.,positive
what is the expected wait time to speak to someone via number?,positive
my throat is so so sore,negative
great job and great service in and out of SDF this weekend during the winter storm.,positive
my instore card expired in June &amp; I havent been sent a new one,negative
great job communicating to the passengers! Flight doesnt exist anymore?,positive
cant sleep,negative
On hold for an hour...connected to the wrong department by your automated system...transferred and now another min &amp; counting,positive
: Ill tell you the one good thing about : candidates are tripping over themselves to outdo each other in sexism,negative
FOLLOWED ME THANKS AND PLEASE FOLLOWED ME TOO,negative
hmm. I have been thinking about getting one for a while. Might get one inte future. I really miss buckling springs,negative
me: as long as i feel comfortable im gonna wear what i wantmy mother: haha...that sounds nice...but no,positive
bea miller lockscreenrt/fav if you want itmbf so we can dm it to you -keesh,positive
Notice last night nothing about climate change minimum wage gun control and barely got into same sex marriage.,negative
The fact that Jeb wont support his brothers decision to go Iraq is not something I like. You back your family.,negative
Im not Stefanie ... This &gt; is the real one,positive
for being top engaged members in my community this week,positive
: My God is named Bruce Springsteen. Go listen to Jungleland and get a fucking clue -- Christie.,negative
Hi there bag ID is UA6016053916 can you update me and explain why is occurred when I arrived hours before flight!,positive
not sure why we are still here in Dallas. Plane has been at gate for min. No update at all. Flight poor service.,positive
just Cancelled Flightled my am flight tomorrow with out informing me at all today then booked one in days and no customer service,positive
did our bags leave Washington yet? That would be convenient seeing as we left there a day ago.,positive
When ur crazy af and u want to hurt urslef by editing stuff lime this and u know this shit aint real,negative
yall say flt is on time yet we havent boarded for a :35 departure b/c we are waiting on a new crew. Why the subterfuge,positive
Thank u!!,positive
thats true I just want it soooooooner,negative
Stats for the day have arrived. new follower and NO unfollowers via .,positive
: Jeb Bush reminds me of elevator music. You hear it but you dont listen.,negative
I was bored so I did EVERYTHING,positive
: Fox News is obviously trying to influence the makeup of the Republican field.,negative
&amp; there are seats together they just have fees. Seems if Im taking a am flight the least you can do is wave the $10.,positive
I booked tickets using miles and need to change the dates. Have been trying to get to an advantage rep two days,positive
As RBI in making of caged parrot. ly election commission CAG r left once d power is striped gujarat model will complete Very sad,negative
Maxi Dress paired wid Wedges to make ur Life Bright&amp;Colorful,positive
okayy,positive
S/o to my cat for destroying the back of my heel with his claws,positive
Fox moderators throw major shade at second-tier candidates.,negative
US pilot started the flight by announcing arrival into Gatwick not Heathrow. Moments of concern for all aboard.,positive
Hi Julie Im sorry you feel this way Whats happened? ^Laura,negative
nice big fan of the lines in mr.js smile,positive
